,userId,date,window,desc,data,explanation,explain_id,Algorithm,mID,imdbClicked,rating
23,275,2020-04-20T22:19:56,no_explanation, [Algorithm:mid:imdbClicked:rated],MF:244786:0:5,,0,MF,244786,0,5
24,275,2020-04-20T22:19:56,no_explanation, [Algorithm:mid:imdbClicked:rated],popular:101299:0:5,,0,popular,101299,0,5
25,275,2020-04-20T22:19:56,no_explanation, [Algorithm:mid:imdbClicked:rated],MF:76341:0:5,,0,MF,76341,0,5
18,277,2020-04-20T22:35:41,no_explanation, [Algorithm:mid:imdbClicked:rated],AE:293660:0:5,,0,AE,293660,0,5
19,277,2020-04-20T22:35:41,no_explanation, [Algorithm:mid:imdbClicked:rated],AE:4951:0:5,,0,AE,4951,0,5
20,277,2020-04-20T22:35:41,no_explanation, [Algorithm:mid:imdbClicked:rated],popular:672:0:1,,0,popular,672,0,1
23,277,2020-04-20T22:35:59,no_explanation, [Algorithm:mid:imdbClicked:rated],popular:155:0:5,,0,popular,155,0,5
24,277,2020-04-20T22:35:59,no_explanation, [Algorithm:mid:imdbClicked:rated],MF:9655:0:5,,0,MF,9655,0,5
25,277,2020-04-20T22:35:59,no_explanation, [Algorithm:mid:imdbClicked:rated],MF:11247:0:3,,0,MF,11247,0,3
18,279,2020-04-21T11:13:15,no_explanation, [Algorithm:mid:imdbClicked:rated],AE:550:0:5,,0,AE,550,0,5
19,279,2020-04-21T11:13:15,no_explanation, [Algorithm:mid:imdbClicked:rated],popular:808:0:4,,0,popular,808,0,4
20,279,2020-04-21T11:13:15,no_explanation, [Algorithm:mid:imdbClicked:rated],AE:329865:0:4,,0,AE,329865,0,4
23,279,2020-04-21T11:13:25,no_explanation, [Algorithm:mid:imdbClicked:rated],MF:244786:0:4,,0,MF,244786,0,4
24,279,2020-04-21T11:13:25,no_explanation, [Algorithm:mid:imdbClicked:rated],MF:76341:0:5,,0,MF,76341,0,5
25,279,2020-04-21T11:13:25,no_explanation, [Algorithm:mid:imdbClicked:rated],popular:12:0:4,,0,popular,12,0,4
18,280,2020-04-21T11:10:41,no_explanation, [Algorithm:mid:imdbClicked:rated],AE:286217:0:5,,0,AE,286217,0,5
19,280,2020-04-21T11:10:41,no_explanation, [Algorithm:mid:imdbClicked:rated],popular:76203:0:5,,0,popular,76203,0,5
20,280,2020-04-21T11:10:41,no_explanation, [Algorithm:mid:imdbClicked:rated],AE:27205:0:5,,0,AE,27205,0,5
23,280,2020-04-21T11:10:52,no_explanation, [Algorithm:mid:imdbClicked:rated],MF:24021:0:4,,0,MF,24021,0,4
24,280,2020-04-21T11:10:52,no_explanation, [Algorithm:mid:imdbClicked:rated],popular:1124:0:3,,0,popular,1124,0,3
25,280,2020-04-21T11:10:52,no_explanation, [Algorithm:mid:imdbClicked:rated],MF:50619:0:4,,0,MF,50619,0,4
18,281,2020-04-21T11:16:01,no_explanation, [Algorithm:mid:imdbClicked:rated],AE:155:0:5,,0,AE,155,0,5
19,281,2020-04-21T11:16:01,no_explanation, [Algorithm:mid:imdbClicked:rated],popular:597:0:1,,0,popular,597,0,1
20,281,2020-04-21T11:16:01,no_explanation, [Algorithm:mid:imdbClicked:rated],AE:27205:0:5,,0,AE,27205,0,5
23,281,2020-04-21T11:16:11,no_explanation, [Algorithm:mid:imdbClicked:rated],MF:603:0:3,,0,MF,603,0,3
24,281,2020-04-21T11:16:11,no_explanation, [Algorithm:mid:imdbClicked:rated],popular:49047:0:2,,0,popular,49047,0,2
25,281,2020-04-21T11:16:11,no_explanation, [Algorithm:mid:imdbClicked:rated],MF:550:0:5,,0,MF,550,0,5
18,282,2020-04-21T11:28:08,no_explanation, [Algorithm:mid:imdbClicked:rated],popular:138843:0:2,,0,popular,138843,0,2
19,282,2020-04-21T11:28:08,no_explanation, [Algorithm:mid:imdbClicked:rated],AE:187017:0:5,,0,AE,187017,0,5
20,282,2020-04-21T11:28:08,no_explanation, [Algorithm:mid:imdbClicked:rated],AE:18785:0:5,,0,AE,18785,0,5
23,282,2020-04-21T11:28:39,no_explanation, [Algorithm:mid:imdbClicked:rated],MF:76341:0:2,,0,MF,76341,0,2
24,282,2020-04-21T11:28:39,no_explanation, [Algorithm:mid:imdbClicked:rated],popular:857:0:4,,0,popular,857,0,4
25,282,2020-04-21T11:28:39,no_explanation, [Algorithm:mid:imdbClicked:rated],MF:27205:0:3,,0,MF,27205,0,3
18,283,2020-04-21T11:41:11,no_explanation, [Algorithm:mid:imdbClicked:rated],AE:23483:0:5,,0,AE,23483,0,5
19,283,2020-04-21T11:41:11,no_explanation, [Algorithm:mid:imdbClicked:rated],popular:242582:1:1,,0,popular,242582,1,1
20,283,2020-04-21T11:41:11,no_explanation, [Algorithm:mid:imdbClicked:rated],AE:747:0:5,,0,AE,747,0,5
23,283,2020-04-21T11:41:21,no_explanation, [Algorithm:mid:imdbClicked:rated],MF:76341:0:2,,0,MF,76341,0,2
24,283,2020-04-21T11:41:21,no_explanation, [Algorithm:mid:imdbClicked:rated],popular:54138:0:1,,0,popular,54138,0,1
25,283,2020-04-21T11:41:21,no_explanation, [Algorithm:mid:imdbClicked:rated],MF:27205:0:5,,0,MF,27205,0,5
18,284,2020-04-21T12:09:55,no_explanation, [Algorithm:mid:imdbClicked:rated],AE:152601:0:4,,0,AE,152601,0,4
19,284,2020-04-21T12:09:55,no_explanation, [Algorithm:mid:imdbClicked:rated],AE:244786:0:5,,0,AE,244786,0,5
20,284,2020-04-21T12:09:55,no_explanation, [Algorithm:mid:imdbClicked:rated],popular:497:0:3,,0,popular,497,0,3
23,284,2020-04-21T12:10:05,no_explanation, [Algorithm:mid:imdbClicked:rated],popular:157336:0:5,,0,popular,157336,0,5
24,284,2020-04-21T12:10:05,no_explanation, [Algorithm:mid:imdbClicked:rated],MF:76341:0:5,,0,MF,76341,0,5
25,284,2020-04-21T12:10:05,no_explanation, [Algorithm:mid:imdbClicked:rated],MF:27205:0:5,,0,MF,27205,0,5
18,286,2020-04-21T12:33:19,no_explanation, [Algorithm:mid:imdbClicked:rated],AE:1726:0:5,,0,AE,1726,0,5
19,286,2020-04-21T12:33:19,no_explanation, [Algorithm:mid:imdbClicked:rated],AE:24428:0:5,,0,AE,24428,0,5
20,286,2020-04-21T12:33:19,no_explanation, [Algorithm:mid:imdbClicked:rated],popular:122:0:4,,0,popular,122,0,4
23,286,2020-04-21T12:33:29,no_explanation, [Algorithm:mid:imdbClicked:rated],popular:273248:0:3,,0,popular,273248,0,3
24,286,2020-04-21T12:33:29,no_explanation, [Algorithm:mid:imdbClicked:rated],MF:177572:0:4,,0,MF,177572,0,4
25,286,2020-04-21T12:33:29,no_explanation, [Algorithm:mid:imdbClicked:rated],MF:70160:0:5,,0,MF,70160,0,5
18,287,2020-04-21T12:46:30,no_explanation, [Algorithm:mid:imdbClicked:rated],AE:419430:0:5,,0,AE,419430,0,5
19,287,2020-04-21T12:46:30,no_explanation, [Algorithm:mid:imdbClicked:rated],AE:49018:0:5,,0,AE,49018,0,5
20,287,2020-04-21T12:46:30,no_explanation, [Algorithm:mid:imdbClicked:rated],popular:1124:1:1,,0,popular,1124,1,1
23,287,2020-04-21T12:46:41,no_explanation, [Algorithm:mid:imdbClicked:rated],MF:329865:0:1,,0,MF,329865,0,1
24,287,2020-04-21T12:46:41,no_explanation, [Algorithm:mid:imdbClicked:rated],popular:177572:0:1,,0,popular,177572,0,1
25,287,2020-04-21T12:46:41,no_explanation, [Algorithm:mid:imdbClicked:rated],MF:27205:0:1,,0,MF,27205,0,1
18,289,2020-04-21T13:20:43,no_explanation, [Algorithm:mid:imdbClicked:rated],AE:2105:0:5,,0,AE,2105,0,5
19,289,2020-04-21T13:20:43,no_explanation, [Algorithm:mid:imdbClicked:rated],popular:49026:0:5,,0,popular,49026,0,5
20,289,2020-04-21T13:20:43,no_explanation, [Algorithm:mid:imdbClicked:rated],AE:1271:0:5,,0,AE,1271,0,5
23,289,2020-04-21T13:20:55,no_explanation, [Algorithm:mid:imdbClicked:rated],MF:8835:0:5,,0,MF,8835,0,5
24,289,2020-04-21T13:20:55,no_explanation, [Algorithm:mid:imdbClicked:rated],MF:9880:0:3,,0,MF,9880,0,3
25,289,2020-04-21T13:20:55,no_explanation, [Algorithm:mid:imdbClicked:rated],popular:381284:0:3,,0,popular,381284,0,3
18,290,2020-04-21T13:17:43,no_explanation, [Algorithm:mid:imdbClicked:rated],AE:767:0:5,,0,AE,767,0,5
19,290,2020-04-21T13:17:43,no_explanation, [Algorithm:mid:imdbClicked:rated],popular:808:0:1,,0,popular,808,0,1
20,290,2020-04-21T13:17:43,no_explanation, [Algorithm:mid:imdbClicked:rated],AE:12444:0:5,,0,AE,12444,0,5
23,290,2020-04-21T13:18:15,no_explanation, [Algorithm:mid:imdbClicked:rated],MF:269149:0:1,,0,MF,269149,0,1
24,290,2020-04-21T13:18:15,no_explanation, [Algorithm:mid:imdbClicked:rated],MF:177572:0:1,,0,MF,177572,0,1
25,290,2020-04-21T13:18:15,no_explanation, [Algorithm:mid:imdbClicked:rated],popular:1124:1:3,,0,popular,1124,1,3
18,291,2020-04-21T13:29:17,no_explanation, [Algorithm:mid:imdbClicked:rated],popular:120:0:3,,0,popular,120,0,3
19,291,2020-04-21T13:29:17,no_explanation, [Algorithm:mid:imdbClicked:rated],AE:1726:0:2,,0,AE,1726,0,2
20,291,2020-04-21T13:29:17,no_explanation, [Algorithm:mid:imdbClicked:rated],AE:12444:0:4,,0,AE,12444,0,4
23,291,2020-04-21T13:29:30,no_explanation, [Algorithm:mid:imdbClicked:rated],MF:293660:0:5,,0,MF,293660,0,5
24,291,2020-04-21T13:29:30,no_explanation, [Algorithm:mid:imdbClicked:rated],popular:77:0:4,,0,popular,77,0,4
25,291,2020-04-21T13:29:30,no_explanation, [Algorithm:mid:imdbClicked:rated],MF:27205:0:5,,0,MF,27205,0,5
18,294,2020-04-21T13:32:48,no_explanation, [Algorithm:mid:imdbClicked:rated],AE:24428:1:5,,0,AE,24428,1,5
19,294,2020-04-21T13:32:48,no_explanation, [Algorithm:mid:imdbClicked:rated],AE:187017:0:5,,0,AE,187017,0,5
20,294,2020-04-21T13:32:48,no_explanation, [Algorithm:mid:imdbClicked:rated],popular:98:0:4,,0,popular,98,0,4
23,294,2020-04-21T13:33:07,no_explanation, [Algorithm:mid:imdbClicked:rated],MF:200727:0:3,,0,MF,200727,0,3
24,294,2020-04-21T13:33:07,no_explanation, [Algorithm:mid:imdbClicked:rated],popular:54138:0:4,,0,popular,54138,0,4
25,294,2020-04-21T13:33:07,no_explanation, [Algorithm:mid:imdbClicked:rated],MF:112949:0:2,,0,MF,112949,0,2
18,297,2020-04-21T14:07:41,no_explanation, [Algorithm:mid:imdbClicked:rated],popular:75656:0:5,,0,popular,75656,0,5
19,297,2020-04-21T14:07:41,no_explanation, [Algorithm:mid:imdbClicked:rated],AE:157336:0:1,,0,AE,157336,0,1
20,297,2020-04-21T14:07:41,no_explanation, [Algorithm:mid:imdbClicked:rated],AE:286217:0:1,,0,AE,286217,0,1
23,297,2020-04-21T14:07:53,no_explanation, [Algorithm:mid:imdbClicked:rated],MF:244786:0:1,,0,MF,244786,0,1
24,297,2020-04-21T14:07:53,no_explanation, [Algorithm:mid:imdbClicked:rated],MF:76341:0:4,,0,MF,76341,0,4
25,297,2020-04-21T14:07:53,no_explanation, [Algorithm:mid:imdbClicked:rated],popular:121:0:3,,0,popular,121,0,3
19,300,2020-04-21T14:12:13,no_explanation, [Algorithm:mid:imdbClicked:rated],AE:329865:0:1,,0,AE,329865,0,1
20,300,2020-04-21T14:12:13,no_explanation, [Algorithm:mid:imdbClicked:rated],popular:393:0:1,,0,popular,393,0,1
21,300,2020-04-21T14:12:13,no_explanation, [Algorithm:mid:imdbClicked:rated],AE:286217:0:1,,0,AE,286217,0,1
24,300,2020-04-21T14:12:22,no_explanation, [Algorithm:mid:imdbClicked:rated],MF:244786:0:1,,0,MF,244786,0,1
25,300,2020-04-21T14:12:22,no_explanation, [Algorithm:mid:imdbClicked:rated],MF:76341:0:5,,0,MF,76341,0,5
26,300,2020-04-21T14:12:22,no_explanation, [Algorithm:mid:imdbClicked:rated],popular:152601:0:1,,0,popular,152601,0,1
18,302,2020-04-21T14:23:45,no_explanation, [Algorithm:mid:imdbClicked:rated],AE:118340:0:5,,0,AE,118340,0,5
19,302,2020-04-21T14:23:45,no_explanation, [Algorithm:mid:imdbClicked:rated],popular:64682:0:3,,0,popular,64682,0,3
20,302,2020-04-21T14:23:45,no_explanation, [Algorithm:mid:imdbClicked:rated],AE:24428:0:5,,0,AE,24428,0,5
23,302,2020-04-21T14:23:55,no_explanation, [Algorithm:mid:imdbClicked:rated],popular:334533:0:4,,0,popular,334533,0,4
24,302,2020-04-21T14:23:55,no_explanation, [Algorithm:mid:imdbClicked:rated],MF:155:0:5,,0,MF,155,0,5
25,302,2020-04-21T14:23:55,no_explanation, [Algorithm:mid:imdbClicked:rated],MF:27205:0:5,,0,MF,27205,0,5
18,303,2020-04-21T15:25:01,no_explanation, [Algorithm:mid:imdbClicked:rated],AE:269149:0:3,,0,AE,269149,0,3
19,303,2020-04-21T15:25:01,no_explanation, [Algorithm:mid:imdbClicked:rated],AE:27205:0:4,,0,AE,27205,0,4
20,303,2020-04-21T15:25:01,no_explanation, [Algorithm:mid:imdbClicked:rated],popular:36557:0:4,,0,popular,36557,0,4
23,303,2020-04-21T15:25:22,no_explanation, [Algorithm:mid:imdbClicked:rated],MF:9880:0:4,,0,MF,9880,0,4
24,303,2020-04-21T15:25:22,no_explanation, [Algorithm:mid:imdbClicked:rated],MF:24021:0:4,,0,MF,24021,0,4
25,303,2020-04-21T15:25:22,no_explanation, [Algorithm:mid:imdbClicked:rated],popular:244786:0:3,,0,popular,244786,0,3
18,304,2020-04-21T15:55:30,no_explanation, [Algorithm:mid:imdbClicked:rated],popular:2062:0:4,,0,popular,2062,0,4
19,304,2020-04-21T15:55:30,no_explanation, [Algorithm:mid:imdbClicked:rated],AE:155:0:5,,0,AE,155,0,5
20,304,2020-04-21T15:55:30,no_explanation, [Algorithm:mid:imdbClicked:rated],AE:24428:0:5,,0,AE,24428,0,5
23,304,2020-04-21T15:55:47,no_explanation, [Algorithm:mid:imdbClicked:rated],MF:70160:0:5,,0,MF,70160,0,5
24,304,2020-04-21T15:55:47,no_explanation, [Algorithm:mid:imdbClicked:rated],MF:22881:0:5,,0,MF,22881,0,5
25,304,2020-04-21T15:55:47,no_explanation, [Algorithm:mid:imdbClicked:rated],popular:75656:0:5,,0,popular,75656,0,5
18,307,2020-04-21T17:29:06,no_explanation, [Algorithm:mid:imdbClicked:rated],AE:155:0:5,,0,AE,155,0,5
19,307,2020-04-21T17:29:06,no_explanation, [Algorithm:mid:imdbClicked:rated],AE:24428:0:5,,0,AE,24428,0,5
20,307,2020-04-21T17:29:06,no_explanation, [Algorithm:mid:imdbClicked:rated],popular:73:0:4,,0,popular,73,0,4
23,307,2020-04-21T17:29:18,no_explanation, [Algorithm:mid:imdbClicked:rated],popular:283995:0:4,,0,popular,283995,0,4
24,307,2020-04-21T17:29:18,no_explanation, [Algorithm:mid:imdbClicked:rated],MF:293660:0:5,,0,MF,293660,0,5
25,307,2020-04-21T17:29:18,no_explanation, [Algorithm:mid:imdbClicked:rated],MF:76341:0:3,,0,MF,76341,0,3
18,313,2020-04-21T17:38:37,no_explanation, [Algorithm:mid:imdbClicked:rated],popular:119450:0:4,,0,popular,119450,0,4
19,313,2020-04-21T17:38:37,no_explanation, [Algorithm:mid:imdbClicked:rated],AE:121:0:5,,0,AE,121,0,5
20,313,2020-04-21T17:38:37,no_explanation, [Algorithm:mid:imdbClicked:rated],AE:122:0:5,,0,AE,122,0,5
23,313,2020-04-21T17:38:51,no_explanation, [Algorithm:mid:imdbClicked:rated],MF:10761:0:3,,0,MF,10761,0,3
24,313,2020-04-21T17:38:51,no_explanation, [Algorithm:mid:imdbClicked:rated],popular:107:0:3,,0,popular,107,0,3
25,313,2020-04-21T17:38:51,no_explanation, [Algorithm:mid:imdbClicked:rated],MF:10735:0:3,,0,MF,10735,0,3
18,315,2020-04-21T19:21:55,no_explanation, [Algorithm:mid:imdbClicked:rated],popular:120467:0:2,,0,popular,120467,0,2
19,315,2020-04-21T19:21:55,no_explanation, [Algorithm:mid:imdbClicked:rated],AE:1726:0:5,,0,AE,1726,0,5
20,315,2020-04-21T19:21:55,no_explanation, [Algorithm:mid:imdbClicked:rated],AE:271110:0:5,,0,AE,271110,0,5
23,315,2020-04-21T19:22:02,no_explanation, [Algorithm:mid:imdbClicked:rated],MF:76341:0:5,,0,MF,76341,0,5
24,315,2020-04-21T19:22:02,no_explanation, [Algorithm:mid:imdbClicked:rated],MF:27205:0:5,,0,MF,27205,0,5
25,315,2020-04-21T19:22:02,no_explanation, [Algorithm:mid:imdbClicked:rated],popular:259316:0:2,,0,popular,259316,0,2
18,317,2020-04-22T13:39:42,no_explanation, [Algorithm:mid:imdbClicked:rated],AE:20352:0:5,,0,AE,20352,0,5
19,317,2020-04-22T13:39:42,no_explanation, [Algorithm:mid:imdbClicked:rated],AE:269149:0:5,,0,AE,269149,0,5
20,317,2020-04-22T13:39:42,no_explanation, [Algorithm:mid:imdbClicked:rated],popular:146233:0:1,,0,popular,146233,0,1
23,317,2020-04-22T13:39:54,no_explanation, [Algorithm:mid:imdbClicked:rated],MF:293660:0:1,,0,MF,293660,0,1
24,317,2020-04-22T13:39:54,no_explanation, [Algorithm:mid:imdbClicked:rated],MF:27205:0:3,,0,MF,27205,0,3
25,317,2020-04-22T13:39:54,no_explanation, [Algorithm:mid:imdbClicked:rated],popular:673:0:1,,0,popular,673,0,1
18,319,2020-04-22T15:33:03,no_explanation, [Algorithm:mid:imdbClicked:rated],AE:671:0:3,,0,AE,671,0,3
19,319,2020-04-22T15:33:03,no_explanation, [Algorithm:mid:imdbClicked:rated],popular:381284:0:4,,0,popular,381284,0,4
20,319,2020-04-22T15:33:03,no_explanation, [Algorithm:mid:imdbClicked:rated],AE:673:0:3,,0,AE,673,0,3
23,319,2020-04-22T15:33:46,no_explanation, [Algorithm:mid:imdbClicked:rated],popular:146233:0:1,,0,popular,146233,0,1
24,319,2020-04-22T15:33:46,no_explanation, [Algorithm:mid:imdbClicked:rated],MF:10735:0:3,,0,MF,10735,0,3
25,319,2020-04-22T15:33:46,no_explanation, [Algorithm:mid:imdbClicked:rated],MF:9880:0:5,,0,MF,9880,0,5
18,322,2020-04-22T18:01:51,no_explanation, [Algorithm:mid:imdbClicked:rated],AE:607:0:3,,0,AE,607,0,3
19,322,2020-04-22T18:01:51,no_explanation, [Algorithm:mid:imdbClicked:rated],popular:671:0:3,,0,popular,671,0,3
20,322,2020-04-22T18:01:51,no_explanation, [Algorithm:mid:imdbClicked:rated],AE:197:0:4,,0,AE,197,0,4
23,322,2020-04-22T18:02:08,no_explanation, [Algorithm:mid:imdbClicked:rated],MF:857:0:5,,0,MF,857,0,5
24,322,2020-04-22T18:02:08,no_explanation, [Algorithm:mid:imdbClicked:rated],MF:98:0:5,,0,MF,98,0,5
25,322,2020-04-22T18:02:08,no_explanation, [Algorithm:mid:imdbClicked:rated],popular:281957:0:4,,0,popular,281957,0,4
18,323,2020-04-22T18:47:08,no_explanation, [Algorithm:mid:imdbClicked:rated],AE:95:0:4,,0,AE,95,0,4
19,323,2020-04-22T18:47:08,no_explanation, [Algorithm:mid:imdbClicked:rated],AE:4951:0:5,,0,AE,4951,0,5
20,323,2020-04-22T18:47:08,no_explanation, [Algorithm:mid:imdbClicked:rated],popular:207703:0:4,,0,popular,207703,0,4
23,323,2020-04-22T18:47:26,no_explanation, [Algorithm:mid:imdbClicked:rated],MF:20927:0:2,,0,MF,20927,0,2
24,323,2020-04-22T18:47:26,no_explanation, [Algorithm:mid:imdbClicked:rated],MF:25059:0:4,,0,MF,25059,0,4
25,323,2020-04-22T18:47:26,no_explanation, [Algorithm:mid:imdbClicked:rated],popular:334543:0:5,,0,popular,334543,0,5
18,325,2020-04-24T01:55:19,no_explanation, [Algorithm:mid:imdbClicked:rated],popular:675:0:5,,0,popular,675,0,5
19,325,2020-04-24T01:55:19,no_explanation, [Algorithm:mid:imdbClicked:rated],AE:14:0:4,,0,AE,14,0,4
20,325,2020-04-24T01:55:19,no_explanation, [Algorithm:mid:imdbClicked:rated],AE:603:0:5,,0,AE,603,0,5
23,325,2020-04-24T01:55:48,no_explanation, [Algorithm:mid:imdbClicked:rated],MF:38:0:5,,0,MF,38,0,5
24,325,2020-04-24T01:55:48,no_explanation, [Algorithm:mid:imdbClicked:rated],popular:6977:0:4,,0,popular,6977,0,4
25,325,2020-04-24T01:55:48,no_explanation, [Algorithm:mid:imdbClicked:rated],MF:550:0:5,,0,MF,550,0,5
18,327,2020-04-26T14:46:24,no_explanation, [Algorithm:mid:imdbClicked:rated],popular:603:0:5,,0,popular,603,0,5
19,327,2020-04-26T14:46:24,no_explanation, [Algorithm:mid:imdbClicked:rated],AE:12444:0:5,,0,AE,12444,0,5
20,327,2020-04-26T14:46:24,no_explanation, [Algorithm:mid:imdbClicked:rated],AE:674:0:5,,0,AE,674,0,5
23,327,2020-04-26T14:46:31,no_explanation, [Algorithm:mid:imdbClicked:rated],MF:293660:0:5,,0,MF,293660,0,5
24,327,2020-04-26T14:46:31,no_explanation, [Algorithm:mid:imdbClicked:rated],popular:281957:0:3,,0,popular,281957,0,3
25,327,2020-04-26T14:46:31,no_explanation, [Algorithm:mid:imdbClicked:rated],MF:76341:0:2,,0,MF,76341,0,2
39,259,2020-04-20T21:14:19,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], popular:120467:1:0:1,,1,popular,120467,0,1
40,259,2020-04-20T21:14:19,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], AE:14:5:0:3,,5,AE,14,0,3
41,259,2020-04-20T21:14:19,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], AE:497:5:0:5,,5,AE,497,0,5
44,259,2020-04-20T21:14:34,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], MF:120:5:0:1,,5,MF,120,0,1
45,259,2020-04-20T21:14:34,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], MF:122:5:0:1,,5,MF,122,0,1
46,259,2020-04-20T21:14:34,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], popular:10674:1:0:3,,1,popular,10674,0,3
40,203,2020-04-19T20:23:15,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], AE:121:4:1:4,,4,AE,121,1,4
41,203,2020-04-19T20:23:15,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], popular:137106:1:0:5,,1,popular,137106,0,5
42,203,2020-04-19T20:23:15,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], AE:120:2:1:5,,2,AE,120,1,5
45,203,2020-04-19T20:23:22,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], MF:329865:7:0:2,,7,MF,329865,0,2
46,203,2020-04-19T20:23:22,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], MF:155:5:0:5,,5,MF,155,0,5
47,203,2020-04-19T20:23:22,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], popular:82702:1:1:5,,1,popular,82702,1,5
41,204,2020-04-19T20:32:35,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], AE:100402:5:0:5,,5,AE,100402,0,5
42,204,2020-04-19T20:32:35,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], popular:313369:1:1:2,,1,popular,313369,1,2
43,204,2020-04-19T20:32:35,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], AE:1726:4:1:5,,4,AE,1726,1,5
46,204,2020-04-19T20:32:51,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], popular:2062:1:1:2,,1,popular,2062,1,2
47,204,2020-04-19T20:32:51,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], MF:140607:5:0:4,,5,MF,140607,0,4
48,204,2020-04-19T20:32:51,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], MF:329865:7:1:2,,7,MF,329865,1,2
39,205,2020-04-19T21:04:33,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], AE:10096:6:0:5,,6,AE,10096,0,5
40,205,2020-04-19T21:04:33,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], AE:1493:5:0:5,,5,AE,1493,0,5
41,205,2020-04-19T21:04:33,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], popular:949:1:0:5,,1,popular,949,0,5
44,205,2020-04-19T21:04:39,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], MF:10735:7:0:5,,7,MF,10735,0,5
45,205,2020-04-19T21:04:39,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], popular:11036:1:0:5,,1,popular,11036,0,5
46,205,2020-04-19T21:04:39,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], MF:50619:7:0:5,,7,MF,50619,0,5
39,206,2020-04-20T08:15:06,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], AE:603:6:0:4,,6,AE,603,0,4
40,206,2020-04-20T08:15:06,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], popular:22:1:0:5,,1,popular,22,0,5
41,206,2020-04-20T08:15:06,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], AE:550:5:0:3,,5,AE,550,0,3
44,206,2020-04-20T08:15:31,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], popular:807:1:0:2,,1,popular,807,0,2
45,206,2020-04-20T08:15:31,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], MF:329865:7:0:3,,7,MF,329865,0,3
46,206,2020-04-20T08:15:31,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], MF:76341:5:0:4,,5,MF,76341,0,4
39,207,2020-04-20T08:23:49,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], popular:674:1:0:5,,1,popular,674,0,5
40,207,2020-04-20T08:23:49,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], AE:16996:7:0:3,,7,AE,16996,0,3
41,207,2020-04-20T08:23:49,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], AE:4951:2:0:4,,2,AE,4951,0,4
44,207,2020-04-20T08:24:29,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], MF:50620:4:0:3,,4,MF,50620,0,3
45,207,2020-04-20T08:24:29,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], popular:12405:1:1:1,,1,popular,12405,1,1
46,207,2020-04-20T08:24:29,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], MF:11247:7:0:3,,7,MF,11247,0,3
39,208,2020-04-20T09:30:10,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], AE:157336:2:0:2,,2,AE,157336,0,2
40,208,2020-04-20T09:30:10,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], AE:603:5:0:3,,5,AE,603,0,3
41,208,2020-04-20T09:30:10,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], popular:100402:1:0:2,,1,popular,100402,0,2
44,208,2020-04-20T09:30:36,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], popular:296096:1:0:4,,1,popular,296096,0,4
45,208,2020-04-20T09:30:36,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], MF:752:5:0:4,,5,MF,752,0,4
46,208,2020-04-20T09:30:36,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], MF:38:4:0:2,,4,MF,38,0,2
39,209,2020-04-20T10:40:38,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], AE:197:5:0:1,,5,AE,197,0,1
