,userId,date,window,desc,data,explanation,Algorithm,mID,explain_id,imdbClicked,explain_rate
62,212,2020-04-20T14:24:32,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:673:6:0:2,38% of the users who liked the same movies that you liked, AE,673,6,0,2
63,212,2020-04-20T14:24:32,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:673:2:0:4,"This movie is similar to ""Harry Potter and the Philosopher's Stone""- a movie that you liked. Both feature Rupert Grint", AE,673,2,0,4
65,212,2020-04-20T14:25:04,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:12445:1:0:4,This movie is very popular, AE,12445,1,0,4
66,212,2020-04-20T14:25:04,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:12445:3:0:4,Both Rupert Grint, AE,12445,3,0,4
67,212,2020-04-20T14:25:04,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:12445:7:0:1,Our system predicts that this movie is a good match for you., AE,12445,7,0,1
68,212,2020-04-20T14:25:04,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:12445:2:0:4,"This movie is similar to ""Harry Potter and the Chamber of Secrets""- a movie that you liked. Both feature Alan Rickman", AE,12445,2,0,4
69,212,2020-04-20T14:25:04,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:12445:6:0:1,18% of the users who liked the same movies that you liked, AE,12445,6,0,1
70,212,2020-04-20T14:25:04,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:12445:5:0:2,"You liked ""The Hobbit: An Unexpected Journey"". Other users who liked The Hobbit: An Unexpected Journey", AE,12445,5,0,2
72,212,2020-04-20T14:25:28,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:12444:2:0:5,"This movie is similar to ""Harry Potter and the Philosopher's Stone""- a movie that you liked. Both feature Rupert Grint", AE,12444,2,0,5
73,212,2020-04-20T14:25:28,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:12444:6:0:1,26% of the users who liked the same movies that you liked, AE,12444,6,0,1
74,212,2020-04-20T14:25:28,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:12444:5:0:2,"You liked ""The Hobbit: An Unexpected Journey"". Other users who liked The Hobbit: An Unexpected Journey", AE,12444,5,0,2
75,212,2020-04-20T14:25:28,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:12444:7:0:1,Our system predicts that this movie is a good match for you., AE,12444,7,0,1
76,212,2020-04-20T14:25:28,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:12444:4:0:4,"This movie has a similar description to ""Harry Potter and the Chamber of Secrets"" - a movie that you liked", AE,12444,4,0,4
77,212,2020-04-20T14:25:28,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:12444:3:0:5,Both Rupert Grint, AE,12444,3,0,5
58,213,2020-04-20T15:30:46,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:550:5:0:5,"You liked ""The Dark Knight"". Other users who liked The Dark Knight", AE,550,5,0,5
59,213,2020-04-20T15:30:46,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:550:1:0:2,This movie is very popular, AE,550,1,0,2
60,213,2020-04-20T15:30:46,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:550:7:0:4,Our system predicts that this movie is a good match for you., AE,550,7,0,4
61,213,2020-04-20T15:30:46,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:550:2:0:4,"This movie is similar to ""Harry Potter and the Deathly Hallows: Part 1""- a movie that you liked. Both feature Helena Bonham Carter as an actor.", AE,550,2,0,4
63,213,2020-04-20T15:31:26,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:671:7:0:4,Our system predicts that this movie is a good match for you., AE,671,7,0,4
64,213,2020-04-20T15:31:26,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:671:3:0:3,Both Rupert Grint, AE,671,3,0,3
65,213,2020-04-20T15:31:26,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:671:6:0:4,84% of the users who liked the same movies that you liked, AE,671,6,0,4
66,213,2020-04-20T15:31:26,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:671:5:0:4,"You liked ""Harry Potter and the Chamber of Secrets"". Other users who liked Harry Potter and the Chamber of Secrets", AE,671,5,0,4
67,213,2020-04-20T15:31:26,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:671:2:0:3,"This movie is similar to ""Harry Potter and the Chamber of Secrets""- a movie that you liked. Both feature Emma Watson", AE,671,2,0,3
68,213,2020-04-20T15:31:26,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:671:4:0:4,"This movie has a similar description to ""Harry Potter and the Order of the Phoenix"" - a movie that you liked", AE,671,4,0,4
70,213,2020-04-20T15:32:07,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:12445:2:0:3,"This movie is similar to ""Harry Potter and the Chamber of Secrets""- a movie that you liked. Both feature Alan Rickman", AE,12445,2,0,3
71,213,2020-04-20T15:32:07,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:12445:1:0:2,This movie is very popular, AE,12445,1,0,2
72,213,2020-04-20T15:32:07,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:12445:4:0:4,"This movie has a similar description to ""Harry Potter and the Goblet of Fire"" - a movie that you liked", AE,12445,4,0,4
73,213,2020-04-20T15:32:07,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:12445:3:0:3,Both Rupert Grint, AE,12445,3,0,3
74,213,2020-04-20T15:32:07,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:12445:6:0:4,78% of the users who liked the same movies that you liked, AE,12445,6,0,4
75,213,2020-04-20T15:32:07,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:12445:5:0:4,"You liked ""Harry Potter and the Deathly Hallows: Part 1"". Other users who liked Harry Potter and the Deathly Hallows: Part 1", AE,12445,5,0,4
76,213,2020-04-20T15:32:07,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:12445:7:0:4,Our system predicts that this movie is a good match for you., AE,12445,7,0,4
80,213,2020-04-20T15:33:11,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], MF:27205:2:0:4,"This movie is similar to ""The Dark Knight""- a movie that you liked.  Both are of the genre action. Both have the same director Christopher Nolan.", MF,27205,2,0,4
81,213,2020-04-20T15:33:11,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], MF:27205:1:0:2,This movie is very popular, MF,27205,1,0,2
82,213,2020-04-20T15:33:11,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], MF:27205:6:0:2,20% of the users who liked the same movies that you liked, MF,27205,6,0,2
83,213,2020-04-20T15:33:11,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], MF:27205:7:0:4,Our system predicts that this movie is a good match for you., MF,27205,7,0,4
84,213,2020-04-20T15:33:11,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], MF:27205:5:0:4,"You liked ""The Dark Knight"". Other users who liked The Dark Knight", MF,27205,5,0,4
58,216,2020-04-20T18:39:10,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:675:7:0:1,Our system predicts that this movie is a good match for you., AE,675,7,0,1
59,216,2020-04-20T18:39:10,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:675:3:0:3,Both Ralph Fiennes, AE,675,3,0,3
60,216,2020-04-20T18:39:10,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:675:2:0:5,"This movie is similar to ""Harry Potter and the Goblet of Fire""- a movie that you liked. Both feature Ralph Fiennes", AE,675,2,0,5
61,216,2020-04-20T18:39:10,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:675:4:0:5,"This movie has a similar description to ""Harry Potter and the Chamber of Secrets"" - a movie that you liked", AE,675,4,0,5
62,216,2020-04-20T18:39:10,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:675:5:0:5,"You liked ""Harry Potter and the Goblet of Fire"". Other users who liked Harry Potter and the Goblet of Fire", AE,675,5,0,5
63,216,2020-04-20T18:39:10,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:675:6:0:2,28% of the users who liked the same movies that you liked, AE,675,6,0,2
65,216,2020-04-20T18:40:04,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:673:5:0:4,"You liked ""Harry Potter and the Goblet of Fire"". Other users who liked Harry Potter and the Goblet of Fire", AE,673,5,0,4
66,216,2020-04-20T18:40:04,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:673:2:0:5,"This movie is similar to ""Harry Potter and the Philosopher's Stone""- a movie that you liked. Both feature Rupert Grint", AE,673,2,0,5
67,216,2020-04-20T18:40:04,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:673:7:0:1,Our system predicts that this movie is a good match for you., AE,673,7,0,1
68,216,2020-04-20T18:40:04,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:673:4:0:4,"This movie has a similar description to ""Harry Potter and the Chamber of Secrets"" - a movie that you liked", AE,673,4,0,4
69,216,2020-04-20T18:40:04,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:673:3:0:4,Both Rupert Grint, AE,673,3,0,4
70,216,2020-04-20T18:40:04,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:673:6:0:2,64% of the users who liked the same movies that you liked, AE,673,6,0,2
72,216,2020-04-20T18:40:45,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:767:4:0:4,"This movie has a similar description to ""Harry Potter and the Goblet of Fire"" - a movie that you liked", AE,767,4,0,4
73,216,2020-04-20T18:40:45,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:767:2:0:4,"This movie is similar to ""Harry Potter and the Philosopher's Stone""- a movie that you liked. Both feature Rupert Grint", AE,767,2,0,4
74,216,2020-04-20T18:40:45,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:767:6:0:2,58% of the users who liked the same movies that you liked, AE,767,6,0,2
75,216,2020-04-20T18:40:45,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:767:5:0:4,"You liked ""Harry Potter and the Deathly Hallows: Part 1"". Other users who liked Harry Potter and the Deathly Hallows: Part 1", AE,767,5,0,4
76,216,2020-04-20T18:40:45,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:767:7:0:1,Our system predicts that this movie is a good match for you., AE,767,7,0,1
77,216,2020-04-20T18:40:45,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:767:3:0:4,Both Rupert Grint, AE,767,3,0,4
80,216,2020-04-20T18:42:11,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], MF:381284:7:0:2,Our system predicts that this movie is a good match for you., MF,381284,7,0,2
81,216,2020-04-20T18:42:11,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], MF:381284:2:0:2,"This movie is similar to ""Zootopia""- a movie that you liked. Both feature Octavia Spencer as an actor.", MF,381284,2,0,2
83,216,2020-04-20T18:42:26,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], MF:70160:7:0:2,Our system predicts that this movie is a good match for you., MF,70160,7,0,2
84,216,2020-04-20T18:42:26,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], MF:70160:5:0:5,"You liked ""Harry Potter and the Deathly Hallows: Part 1"". Other users who liked Harry Potter and the Deathly Hallows: Part 1", MF,70160,5,0,5
58,219,2020-04-20T18:46:29,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:12444:6:0:5,28% of the users who liked the same movies that you liked, AE,12444,6,0,5
59,219,2020-04-20T18:46:29,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:12444:7:0:5,Our system predicts that this movie is a good match for you., AE,12444,7,0,5
60,219,2020-04-20T18:46:29,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:12444:5:0:3,"You liked ""Harry Potter and the Goblet of Fire"". Other users who liked Harry Potter and the Goblet of Fire", AE,12444,5,0,3
61,219,2020-04-20T18:46:29,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:12444:2:0:1,"This movie is similar to ""Harry Potter and the Goblet of Fire""- a movie that you liked. Both feature Ralph Fiennes", AE,12444,2,0,1
62,219,2020-04-20T18:46:29,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:12444:4:0:2,"This movie has a similar description to ""Harry Potter and the Goblet of Fire"" - a movie that you liked", AE,12444,4,0,2
64,219,2020-04-20T18:46:51,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:8966:3:0:1,Both Kristen Stewart, AE,8966,3,0,1
65,219,2020-04-20T18:46:51,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:8966:4:0:3,"This movie has a similar description to ""The Twilight Saga: Breaking Dawn - Part 1"" - a movie that you liked", AE,8966,4,0,3
66,219,2020-04-20T18:46:51,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:8966:7:0:1,Our system predicts that this movie is a good match for you., AE,8966,7,0,1
67,219,2020-04-20T18:46:51,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:8966:2:0:3,"This movie is similar to ""The Twilight Saga: New Moon""- a movie that you liked. Both feature Kristen Stewart", AE,8966,2,0,3
68,219,2020-04-20T18:46:51,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:8966:5:0:5,"You liked ""The Twilight Saga: New Moon"". Other users who liked The Twilight Saga: New Moon", AE,8966,5,0,5
70,219,2020-04-20T18:47:26,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:767:5:0:5,"You liked ""Harry Potter and the Goblet of Fire"". Other users who liked Harry Potter and the Goblet of Fire", AE,767,5,0,5
71,219,2020-04-20T18:47:26,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:767:4:0:2,"This movie has a similar description to ""Harry Potter and the Goblet of Fire"" - a movie that you liked", AE,767,4,0,2
72,219,2020-04-20T18:47:26,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:767:7:0:2,Our system predicts that this movie is a good match for you., AE,767,7,0,2
73,219,2020-04-20T18:47:26,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:767:6:0:4,38% of the users who liked the same movies that you liked, AE,767,6,0,4
74,219,2020-04-20T18:47:26,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:767:2:0:3,"This movie is similar to ""Harry Potter and the Goblet of Fire""- a movie that you liked. Both feature Emma Watson", AE,767,2,0,3
78,219,2020-04-20T18:48:10,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], MF:24021:7:0:1,Our system predicts that this movie is a good match for you., MF,24021,7,0,1
79,219,2020-04-20T18:48:10,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], MF:24021:5:0:4,"You liked ""The Twilight Saga: New Moon"". Other users who liked The Twilight Saga: New Moon", MF,24021,5,0,4
80,219,2020-04-20T18:48:10,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], MF:24021:3:0:2,Both Kristen Stewart, MF,24021,3,0,2
81,219,2020-04-20T18:48:10,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], MF:24021:4:0:4,"This movie has a similar description to ""The Twilight Saga: New Moon"" - a movie that you liked", MF,24021,4,0,4
82,219,2020-04-20T18:48:10,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], MF:24021:2:0:2,"This movie is similar to ""The Twilight Saga: Breaking Dawn - Part 1""- a movie that you liked. Both feature Robert Pattinson", MF,24021,2,0,2
59,220,2020-04-20T18:45:41,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:70160:7:0:3,Our system predicts that this movie is a good match for you., AE,70160,7,0,3
61,220,2020-04-20T18:46:00,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:112949:2:0:4,"This movie is similar to ""Dear John""- a movie that you liked.  Both are of the genre romance. Both have the same director Lasse Hallström.", AE,112949,2,0,4
62,220,2020-04-20T18:46:00,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:112949:7:0:4,Our system predicts that this movie is a good match for you., AE,112949,7,0,4
64,220,2020-04-20T18:46:12,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:228205:7:0:5,Our system predicts that this movie is a good match for you., AE,228205,7,0,5
58,223,2020-04-20T18:48:57,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:205596:1:0:5,This movie is very popular, AE,205596,1,0,5
59,223,2020-04-20T18:48:57,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:205596:7:0:4,Our system predicts that this movie is a good match for you., AE,205596,7,0,4
61,223,2020-04-20T18:49:08,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:329865:7:0:5,Our system predicts that this movie is a good match for you., AE,329865,7,0,5
63,223,2020-04-20T18:49:47,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:157336:7:0:5,Our system predicts that this movie is a good match for you., AE,157336,7,0,5
64,223,2020-04-20T18:49:47,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:157336:2:0:4,"This movie is similar to ""The Dark Knight""- a movie that you liked. Both feature Michael Caine as an actor. Both are of the genre drama. Both have the same director Christopher Nolan.", AE,157336,2,0,4
65,223,2020-04-20T18:49:47,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:157336:5:0:2,"You liked ""Inception"". Other users who liked Inception", AE,157336,5,0,2
66,223,2020-04-20T18:49:47,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:157336:1:0:3,This movie is very popular, AE,157336,1,0,3
67,223,2020-04-20T18:49:47,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:157336:4:0:4,"This movie has a similar description to ""The Matrix"" - a movie that you liked", AE,157336,4,0,4
70,223,2020-04-20T18:50:17,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], MF:122:1:0:5,This movie is very popular, MF,122,1,0,5
71,223,2020-04-20T18:50:17,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], MF:122:5:0:4,"You liked ""The Matrix"". Other users who liked The Matrix", MF,122,5,0,4
72,223,2020-04-20T18:50:17,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], MF:122:6:0:4,14% of the users who liked the same movies that you liked, MF,122,6,0,4
73,223,2020-04-20T18:50:17,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], MF:122:7:0:5,Our system predicts that this movie is a good match for you., MF,122,7,0,5
58,224,2020-04-20T18:47:10,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:8966:4:0:5,"This movie has a similar description to ""The Twilight Saga: Eclipse"" - a movie that you liked", AE,8966,4,0,5
59,224,2020-04-20T18:47:10,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:8966:2:0:5,"This movie is similar to ""The Twilight Saga: Eclipse""- a movie that you liked. Both feature Kristen Stewart", AE,8966,2,0,5
60,224,2020-04-20T18:47:10,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:8966:5:0:5,"You liked ""The Twilight Saga: Eclipse"". Other users who liked The Twilight Saga: Eclipse", AE,8966,5,0,5
61,224,2020-04-20T18:47:10,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:8966:7:0:5,Our system predicts that this movie is a good match for you., AE,8966,7,0,5
64,224,2020-04-20T18:47:29,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:671:2:0:5,"This movie is similar to ""Harry Potter and the Chamber of Secrets""- a movie that you liked. Both feature Emma Watson", AE,671,2,0,5
65,224,2020-04-20T18:47:29,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:671:3:0:5,Both Rupert Grint, AE,671,3,0,5
66,224,2020-04-20T18:47:29,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:671:4:0:5,"This movie has a similar description to ""Harry Potter and the Order of the Phoenix"" - a movie that you liked", AE,671,4,0,5
67,224,2020-04-20T18:47:29,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:671:7:0:5,Our system predicts that this movie is a good match for you., AE,671,7,0,5
68,224,2020-04-20T18:47:29,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:671:5:0:5,"You liked ""Harry Potter and the Chamber of Secrets"". Other users who liked Harry Potter and the Chamber of Secrets", AE,671,5,0,5
69,224,2020-04-20T18:47:29,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:671:6:0:5,92% of the users who liked the same movies that you liked, AE,671,6,0,5
71,224,2020-04-20T18:47:47,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], MF:18239:2:0:5,"This movie is similar to ""The Twilight Saga: Eclipse""- a movie that you liked. Both feature Kristen Stewart", MF,18239,2,0,5
72,224,2020-04-20T18:47:47,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], MF:18239:7:0:5,Our system predicts that this movie is a good match for you., MF,18239,7,0,5
73,224,2020-04-20T18:47:47,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], MF:18239:5:0:5,"You liked ""The Twilight Saga: Eclipse"". Other users who liked The Twilight Saga: Eclipse", MF,18239,5,0,5
74,224,2020-04-20T18:47:47,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], MF:18239:4:0:5,"This movie has a similar description to ""The Twilight Saga: Eclipse"" - a movie that you liked", MF,18239,4,0,5
76,224,2020-04-20T18:47:57,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], MF:6557:7:0:5,Our system predicts that this movie is a good match for you., MF,6557,7,0,5
78,224,2020-04-20T18:48:07,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], MF:50619:7:0:5,Our system predicts that this movie is a good match for you., MF,50619,7,0,5
79,224,2020-04-20T18:48:07,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], MF:50619:4:0:5,"This movie has a similar description to ""The Twilight Saga: Eclipse"" - a movie that you liked", MF,50619,4,0,5
80,224,2020-04-20T18:48:07,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], MF:50619:5:0:5,"You liked ""The Twilight Saga: Eclipse"". Other users who liked The Twilight Saga: Eclipse", MF,50619,5,0,5
81,224,2020-04-20T18:48:07,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], MF:50619:2:0:5,"This movie is similar to ""The Twilight Saga: Eclipse""- a movie that you liked. Both feature Robert Pattinson", MF,50619,2,0,5
58,225,2020-04-20T18:55:52,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:12445:1:0:5,This movie is very popular, AE,12445,1,0,5
59,225,2020-04-20T18:55:52,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:12445:2:0:5,"This movie is similar to ""Harry Potter and the Goblet of Fire""- a movie that you liked. Both feature Rupert Grint", AE,12445,2,0,5
60,225,2020-04-20T18:55:52,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:12445:7:0:5,Our system predicts that this movie is a good match for you., AE,12445,7,0,5
61,225,2020-04-20T18:55:52,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:12445:4:0:5,"This movie has a similar description to ""Harry Potter and the Goblet of Fire"" - a movie that you liked", AE,12445,4,0,5
62,225,2020-04-20T18:55:52,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:12445:5:0:5,"You liked ""Harry Potter and the Goblet of Fire"". Other users who liked Harry Potter and the Goblet of Fire", AE,12445,5,0,5
64,225,2020-04-20T18:56:06,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:767:4:0:5,"This movie has a similar description to ""Harry Potter and the Goblet of Fire"" - a movie that you liked", AE,767,4,0,5
65,225,2020-04-20T18:56:06,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:767:5:0:5,"You liked ""Harry Potter and the Goblet of Fire"". Other users who liked Harry Potter and the Goblet of Fire", AE,767,5,0,5
66,225,2020-04-20T18:56:06,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:767:2:0:5,"This movie is similar to ""Harry Potter and the Goblet of Fire""- a movie that you liked. Both feature Emma Watson", AE,767,2,0,5
67,225,2020-04-20T18:56:06,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:767:7:0:5,Our system predicts that this movie is a good match for you., AE,767,7,0,5
69,225,2020-04-20T18:56:15,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:12444:4:0:5,"This movie has a similar description to ""Fantastic Beasts and Where to Find Them"" - a movie that you liked", AE,12444,4,0,5
70,225,2020-04-20T18:56:15,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:12444:3:0:5,Ralph Fiennes plays in this movie, AE,12444,3,0,5
71,225,2020-04-20T18:56:15,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:12444:2:0:5,"This movie is similar to ""Harry Potter and the Goblet of Fire""- a movie that you liked. Both feature Ralph Fiennes", AE,12444,2,0,5
72,225,2020-04-20T18:56:15,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:12444:5:0:5,"You liked ""Harry Potter and the Goblet of Fire"". Other users who liked Harry Potter and the Goblet of Fire", AE,12444,5,0,5
73,225,2020-04-20T18:56:15,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:12444:7:0:5,Our system predicts that this movie is a good match for you., AE,12444,7,0,5
75,225,2020-04-20T18:56:27,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], MF:77:7:0:5,Our system predicts that this movie is a good match for you., MF,77,7,0,5
76,225,2020-04-20T18:56:27,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], MF:77:6:0:5,30% of the users who liked the same movies that you liked, MF,77,6,0,5
77,225,2020-04-20T18:56:27,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], MF:77:5:0:5,"You liked ""Fight Club"". Other users who liked Fight Club", MF,77,5,0,5
78,225,2020-04-20T18:56:27,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], MF:77:1:0:5,This movie is very popular, MF,77,1,0,5
79,225,2020-04-20T18:56:27,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], MF:77:4:0:5,"This movie has a similar description to ""Eternal Sunshine of the Spotless Mind"" - a movie that you liked", MF,77,4,0,5
80,225,2020-04-20T18:56:27,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], MF:77:2:0:5,"This movie is similar to ""Inception""- a movie that you liked.  Both are of the genre thriller. Both have the same director Christopher Nolan.", MF,77,2,0,5
82,225,2020-04-20T18:56:34,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], MF:141:7:0:5,Our system predicts that this movie is a good match for you., MF,141,7,0,5
